Starting
Starting
Stepper Pin:14
1073494588
1073494252
    F_CPU=240000000
    TICKS_PER_S=16000000
.Connected to Wifi, Connecting to server.
Connected!
0.83,10343
0.83,10344
0.87,10346
0.79,10347
0.82,10348
0.90,10350
0.85,10351
0.74,10352
0.87,10354
0.85,10355
0.84,10356
1.06,10357
0.85,10359
0.81,10360
1.00,10361
1.04,10363
0.79,10364
0.94,10365
0.99,10367
0.84,10368
0.86,10369
0.93,10371
0.88,10372
0.82,10373
0.84,10375
0.77,10376
0.84,10377
0.89,10379
0.90,10380
1.09,10381
0.37,10383
-0.17,10384
-0.07,10385
0.94,10387
0.83,10388
0.88,10389
0.95,10390
0.98,10392
0.85,10393
0.90,10394
0.90,10396
0.79,10397
0.98,10398
0.79,10400
0.90,10401
0.94,10402
0.92,10404
0.80,10405
0.90,10406
0.95,10408
0.88,10409
1.05,10410
1.03,10412
0.72,10413
0.89,10414
0.88,10415
0.90,10417
0.82,10418
0.84,10419
0.82,10421
0.90,10422
0.99,10423
1.16,10425
0.80,10426
0.89,10427
0.91,10429
0.88,10430
0.89,10431
0.97,10433
0.17,10434
-0.11,10435
0.18,10437
0.82,10438
0.94,10439
0.96,10441
0.93,10442
0.86,10443
0.77,10445
0.89,10446
0.83,10447
0.89,10448
0.87,10450
0.98,10451
0.79,10452
0.88,10454
0.92,10455
0.89,10456
1.06,10458
0.83,10459
0.94,10460
0.88,10462
0.81,10463
0.90,10464
0.85,10466
0.80,10467
0.74,10468
0.91,10470
0.77,10471
0.89,10472
0.81,10473
0.94,10475
0.92,10476
0.99,10477
0.63,10479
0.84,10480
0.77,10481
0.89,10483
0.89,10484
-0.11,10485
-0.14,10487
0.18,10488
0.98,10489
0.88,10491
0.93,10492
0.76,10493
0.93,10495
0.81,10496
0.98,10497
0.93,10499
0.79,10500
0.71,10501
0.79,10502
0.82,10504
0.88,10505
1.01,10506
0.80,10508
0.91,10509
0.94,10510
0.78,10512
0.71,10513
